bookID,title,authors,isbn13,language_code,  num_pages,publication_date,publisher,in_stock,copyID,uID
11297,Norwegian Wood,Haruki Murakami/Jay Rubin,9780375704024,eng,296,9/12/2000,Vintage Books,4,0,b11297c0
11297,Norwegian Wood,Haruki Murakami/Jay Rubin,9780375704024,eng,296,9/12/2000,Vintage Books,4,1,b11297c1
11297,Norwegian Wood,Haruki Murakami/Jay Rubin,9780375704024,eng,296,9/12/2000,Vintage Books,4,2,b11297c2
11297,Norwegian Wood,Haruki Murakami/Jay Rubin,9780375704024,eng,296,9/12/2000,Vintage Books,4,3,b11297c3
32588,Victoria,Knut Hamsun/Oliver Stallybrass,9781557131775,eng,155,10/1/1994,Sun & Moon Press,1,0,b32588c0
2338,Matthew Flinders' Cat,Bryce Courtenay,9780670910618,eng,611,12/31/2002,Viking,2,0,b2338c0
2338,Matthew Flinders' Cat,Bryce Courtenay,9780670910618,eng,611,12/31/2002,Viking,2,1,b2338c1
7050,The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,9784770027726,eng,238,10/26/2001,Kodansha America,1,0,b7050c0
45201,A Passage to India,E.M. Forster,9780140274233,en-GB,288,9/3/1998,Penguin Books,2,0,b45201c0
45201,A Passage to India,E.M. Forster,9780140274233,en-GB,288,9/3/1998,Penguin Books,2,1,b45201c1
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,9780140447606,eng,992,4/24/2003,Penguin Classics,3,0,b16619c0
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,9780140447606,eng,992,4/24/2003,Penguin Classics,3,1,b16619c1
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,9780140447606,eng,992,4/24/2003,Penguin Classics,3,2,b16619c2
45500,La conspiración de los alquimistas,Hania Czajkowski,9780307274113,spa,488,3/5/2005,Debolsillo,1,0,b45500c0
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,9788497594295,spa,417,4/30/2004,Debolsillo,1,0,b32696c0
8544,Trial Run,Dick Francis,9780425199831,eng,272,9/7/2004,G.P. Putnam's Sons,2,0,b8544c0
8544,Trial Run,Dick Francis,9780425199831,eng,272,9/7/2004,G.P. Putnam's Sons,2,1,b8544c1
7958,Sarah (Women of Genesis  #1),Orson Scott Card,9780765341174,eng,341,9/17/2001,Forge,3,0,b7958c0
7958,Sarah (Women of Genesis  #1),Orson Scott Card,9780765341174,eng,341,9/17/2001,Forge,3,1,b7958c1
7958,Sarah (Women of Genesis  #1),Orson Scott Card,9780765341174,eng,341,9/17/2001,Forge,3,2,b7958c2
41701,The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,9780425197394,eng,391,4/6/2004,G.P. Putnam's Sons,3,0,b41701c0
41701,The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,9780425197394,eng,391,4/6/2004,G.P. Putnam's Sons,3,1,b41701c1
41701,The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,9780425197394,eng,391,4/6/2004,G.P. Putnam's Sons,3,2,b41701c2
43817,El Mesías: El niño judío,Anne Rice/Luis Murillo,9788466630030,spa,352,5/28/2007,Ediciones B,1,0,b43817c0
15170,The Solace Of Leaving Early,Haven Kimmel,9780007152537,en-GB,315,11/3/2003,Flamingo,1,0,b15170c0
41342,Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,9781591161301,eng,196,1/7/2004,Viz Media,1,0,b41342c0
12172,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,9780374529260,eng,347,5/18/2005,Farrar  Straus and Giroux,3,0,b12172c0
12172,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,9780374529260,eng,347,5/18/2005,Farrar  Straus and Giroux,3,1,b12172c1
12172,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,9780374529260,eng,347,5/18/2005,Farrar  Straus and Giroux,3,2,b12172c2
13136,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,9780446696630,eng,400,5/20/2005,Grand Central Publishing,3,0,b13136c0
13136,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,9780446696630,eng,400,5/20/2005,Grand Central Publishing,3,1,b13136c1
13136,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,9780446696630,eng,400,5/20/2005,Grand Central Publishing,3,2,b13136c2
17643,Before We Were Free,Julia Alvarez,9780440237846,en-US,192,4/13/2004,Laurel Leaf Library,3,0,b17643c0
17643,Before We Were Free,Julia Alvarez,9780440237846,en-US,192,4/13/2004,Laurel Leaf Library,3,1,b17643c1
17643,Before We Were Free,Julia Alvarez,9780440237846,en-US,192,4/13/2004,Laurel Leaf Library,3,2,b17643c2
43681,A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,9780451412331,en-US,400,2/6/2007,Onyx,2,0,b43681c0
43681,A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,9780451412331,en-US,400,2/6/2007,Onyx,2,1,b43681c1
43130,It's Winter,Linda Glaser/Glaser Linda/Susan Swan,9780761316800,eng,32,9/1/2002,First Avenue Editions (Tm),1,0,b43130c0
16428,Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,9780399150210,eng,861,12/1/1998,G.P. Putnam's Sons,2,0,b16428c0
16428,Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,9780399150210,eng,861,12/1/1998,G.P. Putnam's Sons,2,1,b16428c1
23504,The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,9781421507668,eng,96,10/17/2006,VIZ Media LLC,1,0,b23504c0
11337,The Bluest Eye,Toni Morrison,9780452287068,eng,216,9/6/2005,Plume,4,0,b11337c0
11337,The Bluest Eye,Toni Morrison,9780452287068,eng,216,9/6/2005,Plume,4,1,b11337c1
11337,The Bluest Eye,Toni Morrison,9780452287068,eng,216,9/6/2005,Plume,4,2,b11337c2
11337,The Bluest Eye,Toni Morrison,9780452287068,eng,216,9/6/2005,Plume,4,3,b11337c3
40450,Market Forces,Richard K. Morgan,9780345457745,eng,464,3/1/2005,Ballantine Books,2,0,b40450c0
40450,Market Forces,Richard K. Morgan,9780345457745,eng,464,3/1/2005,Ballantine Books,2,1,b40450c1
24183,Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz/E.B. White/Aleksey Ivanov/Olga Ivanov,9780060882815,eng,32,10/31/2006,HarperCollins,1,0,b24183c0
44537,Kissing the Witch: Old Tales in New Skins,Emma Donoghue,9780064407724,eng,228,2/27/1999,HarperTeen,3,0,b44537c0
44537,Kissing the Witch: Old Tales in New Skins,Emma Donoghue,9780064407724,eng,228,2/27/1999,HarperTeen,3,1,b44537c1
44537,Kissing the Witch: Old Tales in New Skins,Emma Donoghue,9780064407724,eng,228,2/27/1999,HarperTeen,3,2,b44537c2
43433,McSweeney's #18,Dave Eggers,9781932416381,eng,200,12/8/2005,McSweeney's,1,0,b43433c0
20422,Le ravissement de Lol V. Stein,Marguerite Duras,9782070368105,fre,192,6/25/1976,Gallimard,2,0,b20422c0
20422,Le ravissement de Lol V. Stein,Marguerite Duras,9782070368105,fre,192,6/25/1976,Gallimard,2,1,b20422c1
35581,The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,9780451207357,eng,464,11/5/2002,NAL,2,0,b35581c0
35581,The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,9780451207357,eng,464,11/5/2002,NAL,2,1,b35581c1
15817,House of Sand and Fog,Andre Dubus III/Fontaine Dollas Dubus,9780788759895,eng,15,1/1/1999,Recorded Books,1,0,b15817c0
11643,Te Kaihau: The Windeater,Keri Hulme,9780807611685,eng,239,2/1/1987,George Braziller,1,0,b11643c0
20942,Shakespeare: The Invention of the Human,Harold Bloom,9781573227513,eng,745,9/1/1999,The Berkley Publishing Group,2,0,b20942c0
20942,Shakespeare: The Invention of the Human,Harold Bloom,9781573227513,eng,745,9/1/1999,The Berkley Publishing Group,2,1,b20942c1
24054,Losing Joe's Place,Gordon Korman,9780590427692,eng,233,10/1/1991,Scholastic Paperbacks,2,0,b24054c0
24054,Losing Joe's Place,Gordon Korman,9780590427692,eng,233,10/1/1991,Scholastic Paperbacks,2,1,b24054c1
32750,Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,9781558614987,eng,324,8/1/2006,Feminist Press,2,0,b32750c0
32750,Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,9781558614987,eng,324,8/1/2006,Feminist Press,2,1,b32750c1
19398,Complete Shorter Fiction,Oscar Wilde/Isobel Murray,9780192833761,eng,288,3/5/1998,Oxford University Press,1,0,b19398c0
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,9780345329455,eng,184,9/13/1991,Del Rey Books,3,0,b32769c0
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,9780345329455,eng,184,9/13/1991,Del Rey Books,3,1,b32769c1
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,9780345329455,eng,184,9/13/1991,Del Rey Books,3,2,b32769c2
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,9780976694021,en-US,176,9/26/2005,Pragmatic Bookshelf,2,0,b4100c0
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,9780976694021,en-US,176,9/26/2005,Pragmatic Bookshelf,2,1,b4100c1
13998,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,9780886777128,en-US,412,10/1/1996,DAW,2,0,b13998c0
13998,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,9780886777128,en-US,412,10/1/1996,DAW,2,1,b13998c1
27539,On Intelligence,Jeff Hawkins/Sandra Blakeslee,9780805078534,eng,261,8/1/2005,St. Martin's Griffin,3,0,b27539c0
27539,On Intelligence,Jeff Hawkins/Sandra Blakeslee,9780805078534,eng,261,8/1/2005,St. Martin's Griffin,3,1,b27539c1
27539,On Intelligence,Jeff Hawkins/Sandra Blakeslee,9780805078534,eng,261,8/1/2005,St. Martin's Griffin,3,2,b27539c2
38533,Double Love (Sweet Valley High  #1),Francine Pascal/Kate William,9780553275674,eng,182,9/1/1984,Bantam Books,1,0,b38533c0
43925,The Final Detail (Myron Bolitar  #6),Harlan Coben,9780752849188,eng,344,5/1/2005,Orion,1,0,b43925c0
15316,The Main Corpse (A Goldy Bear Culinary Mystery #6),Diane Mott Davidson,9780553574630,en-US,384,7/1/1997,Bantam,1,0,b15316c0
11486,The Color Purple,Alice Walker,9780671727796,eng,295,4/1/2004,Pocket,4,0,b11486c0
11486,The Color Purple,Alice Walker,9780671727796,eng,295,4/1/2004,Pocket,4,1,b11486c1
11486,The Color Purple,Alice Walker,9780671727796,eng,295,4/1/2004,Pocket,4,2,b11486c2
11486,The Color Purple,Alice Walker,9780671727796,eng,295,4/1/2004,Pocket,4,3,b11486c3
36193,Warrior (MacKenzie-Blackthorn #5),Elizabeth Lowell,9781551669045,eng,256,4/24/2002,MIRA,1,0,b36193c0
15498,Var the Stick (Battle Circle  #2),Piers Anthony,9780552097369,eng,172,3/21/1975,Corgi,1,0,b15498c0
23322,The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,9780964326194,eng,432,6/23/2001,Veritas Publishing,2,0,b23322c0
23322,The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,9780964326194,eng,432,6/23/2001,Veritas Publishing,2,1,b23322c1
31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,9780898702620,eng,140,6/1/1990,Ignatius Press,2,0,b31899c0
31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,9780898702620,eng,140,6/1/1990,Ignatius Press,2,1,b31899c1
27885,Wild Magic (Drinker of Souls: Wild Magic  #1),Jo Clayton,9780886774967,eng,368,12/3/1991,DAW,1,0,b27885c0
16697,The Mysteries of Pittsburgh,Michael Chabon,9780060790592,eng,320,7/5/2005,Harper Perennial,3,0,b16697c0
16697,The Mysteries of Pittsburgh,Michael Chabon,9780060790592,eng,320,7/5/2005,Harper Perennial,3,1,b16697c1
16697,The Mysteries of Pittsburgh,Michael Chabon,9780060790592,eng,320,7/5/2005,Harper Perennial,3,2,b16697c2
39902,Bittersweet: Recipes and Tales from a Life in Chocolate,Alice Medrich/Deborah Jones,9781579651602,eng,378,11/15/2003,Artisan,1,0,b39902c0
13730,Bleach  Volume 18,Tite Kubo,9781421510422,eng,208,4/3/2007,VIZ Media LLC,2,0,b13730c0
13730,Bleach  Volume 18,Tite Kubo,9781421510422,eng,208,4/3/2007,VIZ Media LLC,2,1,b13730c1
4925,Three Men in a Boat,Jerome K. Jerome,9780141441214,eng,178,3/25/2004,Penguin Classics,2,0,b4925c0
4925,Three Men in a Boat,Jerome K. Jerome,9780141441214,eng,178,3/25/2004,Penguin Classics,2,1,b4925c1
25101,Season of Mists (The Sandman  #4),Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,9781563890352,eng,217,3/10/1999,Vertigo,3,0,b25101c0
25101,Season of Mists (The Sandman  #4),Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,9781563890352,eng,217,3/10/1999,Vertigo,3,1,b25101c1
25101,Season of Mists (The Sandman  #4),Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,9781563890352,eng,217,3/10/1999,Vertigo,3,2,b25101c2
9345,Palestine: Peace Not Apartheid,Jimmy Carter,9780743285025,eng,288,11/30/2006,Simon & Schuster,3,0,b9345c0
9345,Palestine: Peace Not Apartheid,Jimmy Carter,9780743285025,eng,288,11/30/2006,Simon & Schuster,3,1,b9345c1
9345,Palestine: Peace Not Apartheid,Jimmy Carter,9780743285025,eng,288,11/30/2006,Simon & Schuster,3,2,b9345c2
23591,The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,9780618894642,eng,313,4/17/2007,Houghton Mifflin Harcourt,2,0,b23591c0
23591,The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,9780618894642,eng,313,4/17/2007,Houghton Mifflin Harcourt,2,1,b23591c1
11933,Tamsin,Peter S. Beagle,9780451457639,eng,288,10/1/1999,Firebird,2,0,b11933c0
11933,Tamsin,Peter S. Beagle,9780451457639,eng,288,10/1/1999,Firebird,2,1,b11933c1
25170,Dust (Richard Jury  #21),Martha Grimes,9780670037865,eng,342,2/1/2007,Viking Books,2,0,b25170c0
25170,Dust (Richard Jury  #21),Martha Grimes,9780670037865,eng,342,2/1/2007,Viking Books,2,1,b25170c1
2336,Tandia,Bryce Courtenay,9780140272925,eng,905,8/31/1998,Penguin Books Australia Ltd.,3,0,b2336c0
2336,Tandia,Bryce Courtenay,9780140272925,eng,905,8/31/1998,Penguin Books Australia Ltd.,3,1,b2336c1
2336,Tandia,Bryce Courtenay,9780140272925,eng,905,8/31/1998,Penguin Books Australia Ltd.,3,2,b2336c2
14358,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,9780440910817,eng,332,9/1/1995,Bantam Doubleday Dell Publishing Group,3,0,b14358c0
14358,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,9780440910817,eng,332,9/1/1995,Bantam Doubleday Dell Publishing Group,3,1,b14358c1
14358,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,9780440910817,eng,332,9/1/1995,Bantam Doubleday Dell Publishing Group,3,2,b14358c2
19382,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,9780192807267,en-US,301,7/6/2006,Oxford University Press,2,0,b19382c0
19382,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,9780192807267,en-US,301,7/6/2006,Oxford University Press,2,1,b19382c1
30003,The Big Knockover: Selected Stories and Short Novels,Dashiell Hammett/Lillian Hellman/Jeff Stone,9780679722595,eng,480,7/17/1989,Vintage Crime/Black Lizard,2,0,b30003c0
30003,The Big Knockover: Selected Stories and Short Novels,Dashiell Hammett/Lillian Hellman/Jeff Stone,9780679722595,eng,480,7/17/1989,Vintage Crime/Black Lizard,2,1,b30003c1
30279,Bite (Anita Blake  Vampire Hunter  #8.5; Sookie Stackhouse  #5.1; Undead  #2.5; Mageverse  #1.5),Laurell K. Hamilton/Charlaine Harris/MaryJanice Davidson/Angela Knight/Vickie Taylor,9780515139709,eng,297,12/28/2004,Jove,3,0,b30279c0
30279,Bite (Anita Blake  Vampire Hunter  #8.5; Sookie Stackhouse  #5.1; Undead  #2.5; Mageverse  #1.5),Laurell K. Hamilton/Charlaine Harris/MaryJanice Davidson/Angela Knight/Vickie Taylor,9780515139709,eng,297,12/28/2004,Jove,3,1,b30279c1
30279,Bite (Anita Blake  Vampire Hunter  #8.5; Sookie Stackhouse  #5.1; Undead  #2.5; Mageverse  #1.5),Laurell K. Hamilton/Charlaine Harris/MaryJanice Davidson/Angela Knight/Vickie Taylor,9780515139709,eng,297,12/28/2004,Jove,3,2,b30279c2
36679,Seven Miles a Second,David Wojnarowicz/James Romberger/Marguerite Van Cook,9781563892479,eng,59,5/1/1996,DC Comics,1,0,b36679c0
13939,My Secret: A PostSecret Book,Frank Warren,9780061196683,en-GB,144,10/24/2006,William Morrow,2,0,b13939c0
13939,My Secret: A PostSecret Book,Frank Warren,9780061196683,en-GB,144,10/24/2006,William Morrow,2,1,b13939c1
4664,A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,9780684801537,eng,528,5/3/1995,Scribner,1,0,b4664c0
37040,The Various Haunts of Men (Simon Serrailler #1),Susan Hill,9781585678761,eng,438,4/19/2007,Harry N. Abrams,3,0,b37040c0
37040,The Various Haunts of Men (Simon Serrailler #1),Susan Hill,9781585678761,eng,438,4/19/2007,Harry N. Abrams,3,1,b37040c1
37040,The Various Haunts of Men (Simon Serrailler #1),Susan Hill,9781585678761,eng,438,4/19/2007,Harry N. Abrams,3,2,b37040c2
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,9780142001349,eng,160,2/25/2003,Penguin Books,2,0,b13467c0
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,9780142001349,eng,160,2/25/2003,Penguin Books,2,1,b13467c1
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,9780553585971,eng,1264,3/4/2003,Arlington House,3,0,b25698c0
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,9780553585971,eng,1264,3/4/2003,Arlington House,3,1,b25698c1
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,9780553585971,eng,1264,3/4/2003,Arlington House,3,2,b25698c2
37299,Sharpe's Prey (Sharpe  #5),Bernard Cornwell,9780060084530,eng,288,10/23/2012,Harper Paperbacks,1,0,b37299c0
2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,9781931082303,eng,1035,3/10/2003,Library of America,1,0,b2687c0
44930,The Glass Books of the Dream Eaters (Miss Temple  Doctor Svenson  and Cardinal Chang  #1),Gordon Dahlquist,9780385340359,en-US,760,12/15/2006,Bantam Books,3,0,b44930c0
44930,The Glass Books of the Dream Eaters (Miss Temple  Doctor Svenson  and Cardinal Chang  #1),Gordon Dahlquist,9780385340359,en-US,760,12/15/2006,Bantam Books,3,1,b44930c1
44930,The Glass Books of the Dream Eaters (Miss Temple  Doctor Svenson  and Cardinal Chang  #1),Gordon Dahlquist,9780385340359,en-US,760,12/15/2006,Bantam Books,3,2,b44930c2
367,Douglas Adams's Starship Titanic,Terry Jones,9780345368430,eng,256,10/27/1998,Ballantine Books,2,0,b367c0
367,Douglas Adams's Starship Titanic,Terry Jones,9780345368430,eng,256,10/27/1998,Ballantine Books,2,1,b367c1
31465,Far From the Madding Crowd,Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires,9780192801494,eng,496,11/14/2002,Oxford University Press,1,0,b31465c0
18826,House of Meetings,Martin Amis,9781400044559,eng,241,1/16/2007,Alfred A. Knopf,2,0,b18826c0
18826,House of Meetings,Martin Amis,9781400044559,eng,241,1/16/2007,Alfred A. Knopf,2,1,b18826c1
12582,Essential Welty: Why I Live at the P.O.  A Memory  Powerhouse and Petrified Man,Eudora Welty,9780061124198,eng,1,6/27/2006,Caedmon,1,0,b12582c0
5102,The Handmaid's Tale,Margaret Atwood/Valerie Martin,9780307264602,eng,350,10/17/2006,Everyman's Library,2,0,b5102c0
5102,The Handmaid's Tale,Margaret Atwood/Valerie Martin,9780307264602,eng,350,10/17/2006,Everyman's Library,2,1,b5102c1
22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,9780785123262,eng,1096,12/6/2006,Marvel,2,0,b22365c0
22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,9780785123262,eng,1096,12/6/2006,Marvel,2,1,b22365c1
59,The Changeling Sea,Patricia A. McKillip,9780141312620,eng,137,4/14/2003,Firebird,2,0,b59c0
59,The Changeling Sea,Patricia A. McKillip,9780141312620,eng,137,4/14/2003,Firebird,2,1,b59c1
11707,The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane,9780156003650,eng,276,6/1/1996,Harcourt,1,0,b11707c0
30680,Up in the Air,Walter Kirn,9780385722377,eng,320,9/24/2002,Anchor,3,0,b30680c0
30680,Up in the Air,Walter Kirn,9780385722377,eng,320,9/24/2002,Anchor,3,1,b30680c1
30680,Up in the Air,Walter Kirn,9780385722377,eng,320,9/24/2002,Anchor,3,2,b30680c2
24923,A Confederacy of Dunces,John Kennedy Toole/Walker Percy,9780141182865,eng,338,3/30/2000,Penguin Classics,2,0,b24923c0
24923,A Confederacy of Dunces,John Kennedy Toole/Walker Percy,9780141182865,eng,338,3/30/2000,Penguin Classics,2,1,b24923c1
36137,Bad Dreams,Kim Newman,9780786702275,en-US,280,4/25/1995,Running Press,1,0,b36137c0
36569,Ice Blue (Ice  #3),Anne Stuart,9780778324782,eng,378,3/27/2007,Mira Books,2,0,b36569c0
36569,Ice Blue (Ice  #3),Anne Stuart,9780778324782,eng,378,3/27/2007,Mira Books,2,1,b36569c1
24124,William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville/Dennis Nolan,9780803724624,eng,40,10/1/1999,Dial Books,1,0,b24124c0
44186,The Monster at the End of this Book,Jon Stone/Michael J. Smollin,9780375829130,eng,32,5/11/2004,Golden Books,3,0,b44186c0
44186,The Monster at the End of this Book,Jon Stone/Michael J. Smollin,9780375829130,eng,32,5/11/2004,Golden Books,3,1,b44186c1
44186,The Monster at the End of this Book,Jon Stone/Michael J. Smollin,9780375829130,eng,32,5/11/2004,Golden Books,3,2,b44186c2
38638,The Secret Garden,Frances Hodgson Burnett/Scott McKowen,9781402714597,eng,248,10/1/2004,Sterling,2,0,b38638c0
38638,The Secret Garden,Frances Hodgson Burnett/Scott McKowen,9781402714597,eng,248,10/1/2004,Sterling,2,1,b38638c1
5696,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,9780140446425,eng,230,8/31/1995,Penguin Classics,1,0,b5696c0
16315,Crooked House,Agatha Christie,9780312981662,eng,276,8/19/2002,Minotaur Books,3,0,b16315c0
16315,Crooked House,Agatha Christie,9780312981662,eng,276,8/19/2002,Minotaur Books,3,1,b16315c1
16315,Crooked House,Agatha Christie,9780312981662,eng,276,8/19/2002,Minotaur Books,3,2,b16315c2
8552,Bolt (Kit Fielding  #2),Dick Francis,9780425202883,eng,288,5/3/2005,G.P. Putnam's Sons,2,0,b8552c0
8552,Bolt (Kit Fielding  #2),Dick Francis,9780425202883,eng,288,5/3/2005,G.P. Putnam's Sons,2,1,b8552c1
21122,The Coming of Age,Simone de Beauvoir/Patrick O'Brian,9780393314434,en-GB,592,6/17/1996,W. W. Norton  Company,1,0,b21122c0
1972,Den of Thieves,James B. Stewart,9780671792275,en-US,592,9/1/1992,Simon  Schuster,2,0,b1972c0
1972,Den of Thieves,James B. Stewart,9780671792275,en-US,592,9/1/1992,Simon  Schuster,2,1,b1972c1
23503,The Alchemist's Daughter,Katharine McMahon,9780307335852,eng,346,10/24/2006,Broadway Books,3,0,b23503c0
23503,The Alchemist's Daughter,Katharine McMahon,9780307335852,eng,346,10/24/2006,Broadway Books,3,1,b23503c1
23503,The Alchemist's Daughter,Katharine McMahon,9780307335852,eng,346,10/24/2006,Broadway Books,3,2,b23503c2
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,9780425170342,eng,912,9/1/1999,Berkley Books,3,0,b5720c0
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,9780425170342,eng,912,9/1/1999,Berkley Books,3,1,b5720c1
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,9780425170342,eng,912,9/1/1999,Berkley Books,3,2,b5720c2
10894,Where Rainbows End,Cecelia Ahern,9780007189953,eng,454,11/8/2004,HarperCollins,2,0,b10894c0
10894,Where Rainbows End,Cecelia Ahern,9780007189953,eng,454,11/8/2004,HarperCollins,2,1,b10894c1
13067,Flush,Carl Hiaasen,9780375821820,eng,263,9/13/2005,Alfred A. Knopf Books for Young Readers,3,0,b13067c0
13067,Flush,Carl Hiaasen,9780375821820,eng,263,9/13/2005,Alfred A. Knopf Books for Young Readers,3,1,b13067c1
13067,Flush,Carl Hiaasen,9780375821820,eng,263,9/13/2005,Alfred A. Knopf Books for Young Readers,3,2,b13067c2
10545,Ulysses,James Joyce/Declan Kiberd,9780141182803,en-US,933,3/30/2000,Penguin Books Ltd,2,0,b10545c0
10545,Ulysses,James Joyce/Declan Kiberd,9780141182803,en-US,933,3/30/2000,Penguin Books Ltd,2,1,b10545c1
11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,9780842382892,eng,384,9/1/2003,Tyndale House Publishers,2,0,b11430c0
11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,9780842382892,eng,384,9/1/2003,Tyndale House Publishers,2,1,b11430c1
36556,The Assault,Reinaldo Arenas/Andrew Hurley/Thomas Colchie,9780140157185,eng,176,6/1/1995,Penguin Books,1,0,b36556c0
10985,The Town,William Faulkner,9780394701844,eng,371,2/12/1961,Vintage Books,2,0,b10985c0
10985,The Town,William Faulkner,9780394701844,eng,371,2/12/1961,Vintage Books,2,1,b10985c1
44164,Maigret Loses His Temper (Maigret  #61),Georges Simenon,9780156028479,eng,144,6/16/2003,Mariner Books,1,0,b44164c0
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,9780140446586,eng,224,12/1/2001,Penguin Book Limited,2,0,b17878c0
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,9780140446586,eng,224,12/1/2001,Penguin Book Limited,2,1,b17878c1
